arch,config_id,hidden,layers,dropout,lr,batch_size,best_test_acc,final_test_acc,precision_touch,recall_touch,f1_touch,tn,fp,fn,tp,fit_status,onset_epoch,max_gap_pct,train_time_s,weight_file
LSTM_Coords_3D,1,32,2,0.2,0.001,32,84.7162,84.3886,0.8604,0.821,0.8402,397,61,82,376,OVERFITTING (Mild),61,5.31,25.4,LSTM_Coords_3D_cfg01.pth
