arch,config_id,hidden,layers,dropout,lr,batch_size,best_test_acc,final_test_acc,optimal_threshold,optimal_test_acc,precision_touch,recall_touch,f1_touch,tn,fp,fn,tp,fit_status,onset_epoch,max_gap_pct,train_time_s,weight_file
CNN1D_Finger_Wrist,1,32,2,0.2,0.0015,32,91.5094,90.8805,0.44,91.82,0.9125,0.9182,0.9154,290,28,26,292,GOOD FIT (OPTIMAL),7,0.4,5.2,CNN1D_Finger_Wrist_cfg01.pth
