arch,config_id,hidden,layers,dropout,lr,batch_size,best_test_acc,final_test_acc,precision_touch,recall_touch,f1_touch,tn,fp,fn,tp,fit_status,onset_epoch,max_gap_pct,train_time_s,weight_file
LSTM_Combined_3D,1,32,2,0.2,0.001,32,91.8122,91.048,0.89,0.9367,0.9128,405,53,29,429,GOOD FIT (OPTIMAL),20,0.73,16.1,LSTM_Combined_3D_cfg01.pth
