arch,config_id,hidden,layers,dropout,lr,batch_size,best_test_acc,final_test_acc,precision_touch,recall_touch,f1_touch,tn,fp,fn,tp,fit_status,onset_epoch,max_gap_pct,train_time_s,weight_file
TCN_Wrist_Rel_3D,1,32,2,0.2,0.001,32,91.5939,90.6114,0.8811,0.9389,0.9091,400,58,28,430,GOOD FIT (OPTIMAL),16,-0.42,14.6,TCN_Wrist_Rel_3D_cfg01.pth
