arch,config_id,hidden,layers,dropout,lr,batch_size,best_test_acc,final_test_acc,optimal_threshold,optimal_test_acc,precision_touch,recall_touch,f1_touch,tn,fp,fn,tp,fit_status,onset_epoch,max_gap_pct,train_time_s,weight_file
ResNet1D_Finger_Only,1,32,2,0.25,0.0015,32,91.5094,90.566,0.57,92.3,0.8929,0.9434,0.9174,282,36,18,300,GOOD FIT (OPTIMAL),11,1.81,8.3,ResNet1D_Finger_Only_cfg01.pth
