arch,config_id,hidden,layers,dropout,lr,batch_size,best_test_acc,final_test_acc,precision_touch,recall_touch,f1_touch,tn,fp,fn,tp,fit_status,onset_epoch,max_gap_pct,train_time_s,weight_file
TCN_Super_Combined,1,32,2,0.2,0.001,32,90.8297,89.6288,0.8758,0.9236,0.899,398,60,35,423,GOOD FIT (OPTIMAL),21,0.24,19.4,TCN_Super_Combined_cfg01.pth
