arch,config_id,hidden,layers,dropout,lr,batch_size,best_test_acc,final_test_acc,optimal_threshold,optimal_test_acc,precision_touch,recall_touch,f1_touch,tn,fp,fn,tp,fit_status,onset_epoch,max_gap_pct,train_time_s,weight_file
LSTM_Vel_Speed,1,32,2,0.25,0.0015,32,91.8239,88.8365,0.64,91.98,0.9105,0.9277,0.919,289,29,23,295,GOOD FIT (OPTIMAL),9,1.07,4.6,LSTM_Vel_Speed_cfg01.pth
