arch,config_id,hidden,layers,dropout,lr,batch_size,best_test_acc,final_test_acc,optimal_threshold,optimal_test_acc,precision_touch,recall_touch,f1_touch,tn,fp,fn,tp,fit_status,onset_epoch,max_gap_pct,train_time_s,weight_file
LSTM_All_Joints_Vel,1,32,2,0.3,0.001,32,92.6101,92.2956,0.45,92.77,0.9357,0.9151,0.9253,298,20,27,291,GOOD FIT (OPTIMAL),16,1.36,8.2,LSTM_All_Joints_Vel_cfg01.pth
