video_file,video_hash,video_width,video_height,video_fps,total_video_frames,video_duration_sec,frame_idx,timestamp_ms,hand,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_mcp_x,index_mcp_y,index_pip_x,index_pip_y,index_dip_x,index_dip_y,index_tip_x,index_tip_y,middle_mcp_x,middle_mcp_y,middle_pip_x,middle_pip_y,middle_dip_x,middle_dip_y,middle_tip_x,middle_tip_y,ring_mcp_x,ring_mcp_y,ring_pip_x,ring_pip_y,ring_dip_x,ring_dip_y,ring_tip_x,ring_tip_y,pinky_mcp_x,pinky_mcp_y,pinky_pip_x,pinky_pip_y,pinky_dip_x,pinky_dip_y,pinky_tip_x,pinky_tip_y
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,0,0,Right,0.49028,0.120615,0.573016,0.194417,0.638328,0.301402,0.685865,0.410466,0.732131,0.510527,0.548895,0.309156,0.57192,0.512162,0.581077,0.664207,0.583798,0.78521,0.477721,0.307234,0.472954,0.527236,0.466016,0.69666,0.456962,0.824784,0.419582,0.311586,0.395697,0.49934,0.376058,0.646416,0.361413,0.755565,0.379279,0.319569,0.325907,0.449585,0.292847,0.534389,0.267152,0.602632
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,1,83,Right,0.48956,0.118361,0.572187,0.196907,0.638601,0.315637,0.686171,0.424103,0.731818,0.516555,0.551796,0.327397,0.572666,0.521536,0.588023,0.6721,0.598001,0.797848,0.479514,0.31165,0.467683,0.498341,0.458256,0.657971,0.44772,0.792741,0.421183,0.302225,0.394035,0.467812,0.375827,0.621013,0.361268,0.750737,0.375371,0.293302,0.320878,0.419861,0.286097,0.510587,0.258028,0.60223
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,2,166,Right,0.486321,0.119221,0.565827,0.187321,0.632501,0.300352,0.686519,0.404981,0.743509,0.490796,0.550521,0.334688,0.5757,0.522058,0.596851,0.672515,0.61034,0.803089,0.480616,0.321861,0.471143,0.509637,0.464965,0.678314,0.456487,0.824637,0.422246,0.308608,0.39255,0.46766,0.37414,0.621522,0.359443,0.753168,0.374361,0.291228,0.320336,0.41903,0.285703,0.514108,0.259398,0.61058
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,3,250,Right,0.493368,0.123015,0.575619,0.199288,0.640503,0.314793,0.686544,0.424946,0.734351,0.52162,0.556164,0.335843,0.574745,0.524373,0.59195,0.673577,0.602023,0.80167,0.481699,0.32065,0.469165,0.501815,0.457895,0.657628,0.444858,0.792743,0.420493,0.309222,0.39004,0.460322,0.369055,0.613215,0.350404,0.741,0.373007,0.297404,0.316088,0.414767,0.279763,0.50352,0.250135,0.593409
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,4,333,Right,0.486706,0.118213,0.569894,0.191809,0.636261,0.306559,0.687612,0.41354,0.736331,0.504545,0.550437,0.32899,0.56741,0.512618,0.585472,0.656428,0.597356,0.7858,0.47775,0.313188,0.467409,0.475553,0.458465,0.615524,0.447987,0.745354,0.417932,0.301829,0.38299,0.430762,0.354586,0.561296,0.329835,0.677221,0.372519,0.29555,0.312951,0.402214,0.270002,0.477397,0.23188,0.558263
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,5,416,Right,0.489769,0.112622,0.571589,0.190744,0.638838,0.296978,0.689604,0.400001,0.734896,0.494069,0.552981,0.340456,0.575519,0.524515,0.59388,0.667915,0.605109,0.790893,0.483884,0.334922,0.476656,0.53366,0.474655,0.696934,0.471629,0.836176,0.423687,0.326643,0.393329,0.493312,0.371657,0.642491,0.354138,0.769491,0.37371,0.312118,0.316902,0.430839,0.280116,0.513472,0.251393,0.598036
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,6,500,Right,0.493756,0.116016,0.5768,0.196905,0.64383,0.303449,0.688093,0.409623,0.723975,0.520236,0.557706,0.3436,0.578918,0.524547,0.595532,0.665284,0.60481,0.788606,0.484684,0.330078,0.473368,0.518142,0.463173,0.674683,0.450992,0.812468,0.424541,0.317771,0.390215,0.47262,0.366576,0.621181,0.346747,0.749139,0.377223,0.302962,0.313881,0.417225,0.272345,0.500355,0.238877,0.587404
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,7,583,Right,0.492842,0.109139,0.575181,0.187137,0.641533,0.29166,0.680149,0.396797,0.708989,0.505453,0.554669,0.34366,0.577337,0.528685,0.593434,0.669303,0.602069,0.790184,0.484769,0.338595,0.476405,0.532626,0.472731,0.695773,0.468658,0.834417,0.425338,0.329231,0.395281,0.499505,0.375044,0.644846,0.360695,0.770286,0.377034,0.312012,0.318468,0.436407,0.27972,0.519588,0.250604,0.603591
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,8,666,Right,0.491327,0.104733,0.572372,0.177531,0.636386,0.278229,0.674929,0.385896,0.695555,0.50343,0.548343,0.322402,0.571306,0.515064,0.588797,0.665041,0.597539,0.79187,0.478179,0.320708,0.473857,0.521614,0.471333,0.691499,0.467303,0.834617,0.419914,0.319955,0.391107,0.495706,0.371047,0.649519,0.355366,0.776495,0.376381,0.313351,0.319338,0.441835,0.282022,0.528845,0.25223,0.611529
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,9,750,Right,0.49213,0.110215,0.574451,0.182136,0.637566,0.276711,0.675143,0.379112,0.693055,0.492702,0.549133,0.330405,0.572374,0.529422,0.588657,0.682715,0.597811,0.802016,0.479688,0.326028,0.475484,0.531411,0.472269,0.701826,0.468617,0.838419,0.420644,0.322452,0.393907,0.4957,0.373755,0.64761,0.358525,0.76523,0.375379,0.313777,0.316587,0.439992,0.278325,0.527136,0.249274,0.605372
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,10,833,Right,0.491299,0.102893,0.575247,0.173483,0.638015,0.280649,0.675548,0.380247,0.693051,0.485587,0.548517,0.327762,0.567564,0.516248,0.58555,0.658315,0.597982,0.783065,0.477907,0.313918,0.468118,0.464986,0.462636,0.592275,0.455979,0.704878,0.419194,0.299748,0.378266,0.42474,0.346925,0.542063,0.321245,0.643607,0.3743,0.28382,0.307844,0.39155,0.261042,0.467543,0.222302,0.540588
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,11,916,Right,0.49663,0.104787,0.576462,0.176123,0.640798,0.275347,0.67705,0.38539,0.693612,0.500421,0.552131,0.331236,0.572923,0.524082,0.591038,0.669728,0.600532,0.79931,0.482394,0.325973,0.473029,0.516362,0.46616,0.67927,0.456451,0.817341,0.423383,0.315183,0.384418,0.467153,0.355234,0.609953,0.33226,0.732422,0.377858,0.298998,0.309861,0.40309,0.263181,0.479602,0.22646,0.556218
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,12,1000,Right,0.492703,0.115561,0.577359,0.185279,0.641481,0.281685,0.677129,0.390211,0.696022,0.508561,0.551158,0.345007,0.573025,0.548392,0.586932,0.694,0.59414,0.808882,0.482235,0.345065,0.476254,0.547581,0.474098,0.709609,0.47077,0.840714,0.421962,0.336856,0.391167,0.505599,0.368524,0.650419,0.350157,0.765805,0.372883,0.319289,0.314698,0.44196,0.27704,0.5224,0.247111,0.599188
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,13,1083,Right,0.492119,0.115722,0.575186,0.189042,0.640825,0.283592,0.677591,0.387539,0.70144,0.509052,0.551402,0.344511,0.569749,0.534528,0.585495,0.6799,0.595529,0.803804,0.480913,0.333353,0.473337,0.518525,0.465649,0.675305,0.456959,0.809535,0.421341,0.323101,0.388078,0.481885,0.363067,0.633054,0.342525,0.756384,0.375558,0.309872,0.312,0.427458,0.271344,0.510584,0.239626,0.59234
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,14,1166,Right,0.489822,0.115623,0.575225,0.184468,0.638149,0.29042,0.675335,0.400738,0.703689,0.509465,0.546682,0.342322,0.565571,0.533092,0.582909,0.675821,0.59543,0.803305,0.473702,0.324905,0.462655,0.494059,0.453099,0.636029,0.443213,0.760832,0.413654,0.307985,0.372915,0.443613,0.344507,0.579796,0.321164,0.698393,0.368131,0.293974,0.302349,0.40744,0.260796,0.490386,0.227456,0.575558
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,15,1250,Right,0.49399,0.110702,0.575774,0.186244,0.638014,0.287412,0.673851,0.40123,0.704521,0.517272,0.547423,0.346896,0.569737,0.535344,0.585571,0.677967,0.593279,0.797928,0.478432,0.345012,0.468982,0.548631,0.464794,0.713796,0.458433,0.849272,0.417763,0.333518,0.383713,0.504633,0.358688,0.648826,0.337683,0.766618,0.367789,0.312902,0.309738,0.431088,0.274091,0.514051,0.245843,0.596496
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,16,1333,Right,0.494372,0.115673,0.574898,0.192993,0.638198,0.294425,0.678527,0.401106,0.712846,0.508441,0.549013,0.346619,0.572328,0.536514,0.589244,0.682596,0.600004,0.801927,0.480728,0.333859,0.470813,0.535261,0.464678,0.698947,0.457582,0.834765,0.422351,0.319742,0.387572,0.490516,0.362759,0.638013,0.342906,0.760452,0.375673,0.300533,0.313252,0.422109,0.275145,0.506542,0.24536,0.591597
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,17,1416,Right,0.493729,0.11908,0.575492,0.184749,0.635766,0.289964,0.674123,0.400404,0.710665,0.509087,0.545528,0.343826,0.570047,0.527366,0.592999,0.67618,0.610406,0.808571,0.476371,0.330007,0.465894,0.503521,0.45571,0.654159,0.445367,0.784927,0.417699,0.318686,0.380568,0.473066,0.353504,0.622286,0.331735,0.750575,0.372251,0.306259,0.30915,0.42558,0.270184,0.510885,0.239008,0.597138
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,18,1500,Right,0.493242,0.118122,0.576162,0.190726,0.639977,0.293769,0.678764,0.407481,0.713682,0.515947,0.547324,0.343732,0.573577,0.54339,0.589233,0.68488,0.597375,0.799503,0.479497,0.342844,0.472988,0.546624,0.469857,0.70647,0.464744,0.836336,0.420702,0.334338,0.387636,0.505306,0.362121,0.64752,0.341366,0.763453,0.3729,0.31706,0.314573,0.438871,0.276911,0.519774,0.247025,0.599107
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,19,1583,Right,0.493808,0.115323,0.573721,0.191626,0.635949,0.292483,0.677535,0.403465,0.71339,0.515649,0.545884,0.343347,0.570719,0.535706,0.587002,0.679362,0.595748,0.794737,0.47789,0.337685,0.47246,0.53982,0.468641,0.704718,0.462966,0.837825,0.419887,0.326895,0.386881,0.499621,0.361358,0.650214,0.341014,0.773405,0.374653,0.307389,0.315072,0.431279,0.276891,0.5174,0.247562,0.600714
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,20,1666,Right,0.493358,0.115391,0.574528,0.192103,0.636971,0.290165,0.676883,0.401092,0.710332,0.516758,0.546489,0.345143,0.570862,0.537081,0.587764,0.680972,0.596189,0.798809,0.478228,0.34492,0.473079,0.543341,0.470465,0.706632,0.465118,0.840131,0.420135,0.338665,0.388335,0.50686,0.363239,0.6524,0.342103,0.769193,0.374798,0.323145,0.316851,0.443964,0.278422,0.525285,0.248024,0.604688
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,21,1750,Right,0.495781,0.118727,0.575598,0.195511,0.637684,0.297461,0.677821,0.408474,0.713013,0.518539,0.549217,0.35218,0.573228,0.539597,0.589118,0.680112,0.597074,0.794528,0.481225,0.34878,0.474106,0.544654,0.470337,0.705681,0.464874,0.837466,0.423037,0.337427,0.389211,0.503959,0.364065,0.650142,0.344378,0.769931,0.3767,0.315331,0.317997,0.436256,0.280632,0.519572,0.251947,0.601043
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,22,1833,Right,0.496739,0.115965,0.576303,0.191337,0.638127,0.292824,0.677767,0.401945,0.710561,0.515057,0.548599,0.345481,0.571674,0.536282,0.586592,0.679875,0.594061,0.795835,0.480746,0.339762,0.474325,0.541003,0.470474,0.706483,0.465051,0.841195,0.42297,0.329421,0.389185,0.502989,0.363385,0.652733,0.342641,0.773832,0.377949,0.310795,0.318732,0.438265,0.279924,0.524142,0.249626,0.605331
record10.mp4,ed734561ecd29f4e2729a1babeb1335dbb25637c6cd76dca5a72e86d33595d21,1280,720,12.06,200,16.583,23,1916,Right,0.495483,0.118787,0.576396,0.19318,0.639145,0.294098,0.678407,0.406519,0.712505,0.519278,0.546991,0.345799,0.571158,0.539774,0.587887,0.682973,0.597107,0.799731,0.478974,0.342534,0.47351,0.540867,0.470824,0.703474,0.466085,0.836369,0.421345,0.334525,0.388994,0.504068,0.363722,0.651064,0.342802,0.770365,0.377216,0.319279,0.319533,0.444697,0.281173,0.526133,0.25041,0.604186
