video_file,video_hash,video_width,video_height,video_fps,total_video_frames,video_duration_sec,frame_idx,timestamp_ms,hand,hand_score,wrist_x,wrist_y,wrist_z,wrist_visibility,wrist_presence,thumb_cmc_x,thumb_cmc_y,thumb_cmc_z,thumb_cmc_visibility,thumb_cmc_presence,thumb_mcp_x,thumb_mcp_y,thumb_mcp_z,thumb_mcp_visibility,thumb_mcp_presence,thumb_ip_x,thumb_ip_y,thumb_ip_z,thumb_ip_visibility,thumb_ip_presence,thumb_tip_x,thumb_tip_y,thumb_tip_z,thumb_tip_visibility,thumb_tip_presence,index_mcp_x,index_mcp_y,index_mcp_z,index_mcp_visibility,index_mcp_presence,index_pip_x,index_pip_y,index_pip_z,index_pip_visibility,index_pip_presence,index_dip_x,index_dip_y,index_dip_z,index_dip_visibility,index_dip_presence,index_tip_x,index_tip_y,index_tip_z,index_tip_visibility,index_tip_presence,middle_mcp_x,middle_mcp_y,middle_mcp_z,middle_mcp_visibility,middle_mcp_presence,middle_pip_x,middle_pip_y,middle_pip_z,middle_pip_visibility,middle_pip_presence,middle_dip_x,middle_dip_y,middle_dip_z,middle_dip_visibility,middle_dip_presence,middle_tip_x,middle_tip_y,middle_tip_z,middle_tip_visibility,middle_tip_presence,ring_mcp_x,ring_mcp_y,ring_mcp_z,ring_mcp_visibility,ring_mcp_presence,ring_pip_x,ring_pip_y,ring_pip_z,ring_pip_visibility,ring_pip_presence,ring_dip_x,ring_dip_y,ring_dip_z,ring_dip_visibility,ring_dip_presence,ring_tip_x,ring_tip_y,ring_tip_z,ring_tip_visibility,ring_tip_presence,pinky_mcp_x,pinky_mcp_y,pinky_mcp_z,pinky_mcp_visibility,pinky_mcp_presence,pinky_pip_x,pinky_pip_y,pinky_pip_z,pinky_pip_visibility,pinky_pip_presence,pinky_dip_x,pinky_dip_y,pinky_dip_z,pinky_dip_visibility,pinky_dip_presence,pinky_tip_x,pinky_tip_y,pinky_tip_z,pinky_tip_visibility,pinky_tip_presence
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,0,0,Right,0.972013,0.286823,0.105057,1e-06,0.0,0.0,0.389733,0.173503,-0.061041,0.0,0.0,0.467399,0.308589,-0.121179,0.0,0.0,0.517825,0.431751,-0.159859,0.0,0.0,0.580188,0.544828,-0.202267,0.0,0.0,0.410244,0.337061,-0.252313,0.0,0.0,0.446346,0.538942,-0.344138,0.0,0.0,0.467551,0.702795,-0.396853,0.0,0.0,0.478758,0.844315,-0.43099,0.0,0.0,0.325783,0.351292,-0.240371,0.0,0.0,0.30384,0.565789,-0.325974,0.0,0.0,0.295184,0.726314,-0.368026,0.0,0.0,0.285953,0.861309,-0.404143,0.0,0.0,0.261721,0.370459,-0.220009,0.0,0.0,0.206182,0.536953,-0.30336,0.0,0.0,0.176754,0.697552,-0.358122,0.0,0.0,0.153886,0.815523,-0.395442,0.0,0.0,0.21427,0.390262,-0.194538,0.0,0.0,0.150403,0.523865,-0.264724,0.0,0.0,0.108235,0.607673,-0.308733,0.0,0.0,0.073113,0.675391,-0.342611,0.0,0.0
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,1,83,Right,0.902537,0.283949,0.072592,1e-06,0.0,0.0,0.389756,0.143927,-0.053656,0.0,0.0,0.472384,0.302687,-0.084212,0.0,0.0,0.52524,0.436694,-0.100651,0.0,0.0,0.584258,0.529418,-0.116605,0.0,0.0,0.419648,0.332047,-0.139903,0.0,0.0,0.453614,0.546563,-0.1943,0.0,0.0,0.4717,0.690997,-0.224931,0.0,0.0,0.483371,0.824669,-0.246432,0.0,0.0,0.333859,0.354337,-0.132622,0.0,0.0,0.320688,0.578708,-0.189682,0.0,0.0,0.306215,0.750661,-0.224111,0.0,0.0,0.289797,0.896619,-0.251699,0.0,0.0,0.264129,0.362555,-0.12341,0.0,0.0,0.220378,0.550477,-0.181217,0.0,0.0,0.193267,0.704974,-0.216114,0.0,0.0,0.166933,0.8353,-0.238735,0.0,0.0,0.213795,0.364979,-0.114526,0.0,0.0,0.154481,0.515985,-0.169709,0.0,0.0,0.110211,0.603961,-0.199652,0.0,0.0,0.071194,0.686896,-0.219377,0.0,0.0
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,2,166,Right,0.909302,0.28476,0.070103,1e-06,0.0,0.0,0.392866,0.147322,-0.050547,0.0,0.0,0.474698,0.305242,-0.079115,0.0,0.0,0.526975,0.434061,-0.094123,0.0,0.0,0.584487,0.525947,-0.108541,0.0,0.0,0.419727,0.335826,-0.136235,0.0,0.0,0.450634,0.551854,-0.188398,0.0,0.0,0.469314,0.696116,-0.218043,0.0,0.0,0.482992,0.829203,-0.239133,0.0,0.0,0.333157,0.354112,-0.129432,0.0,0.0,0.319208,0.577561,-0.18472,0.0,0.0,0.304569,0.748905,-0.219494,0.0,0.0,0.289028,0.894854,-0.24766,0.0,0.0,0.262432,0.36169,-0.120064,0.0,0.0,0.219528,0.553345,-0.174833,0.0,0.0,0.193075,0.706628,-0.208626,0.0,0.0,0.16869,0.835449,-0.231269,0.0,0.0,0.21357,0.364181,-0.110981,0.0,0.0,0.155684,0.516257,-0.163658,0.0,0.0,0.113295,0.6036,-0.192496,0.0,0.0,0.075005,0.684385,-0.211737,0.0,0.0
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,3,250,Right,0.923678,0.285666,0.07299,1e-06,0.0,0.0,0.392808,0.150413,-0.051572,0.0,0.0,0.475086,0.306658,-0.080642,0.0,0.0,0.527962,0.433738,-0.096108,0.0,0.0,0.585256,0.527682,-0.110965,0.0,0.0,0.42004,0.334516,-0.138115,0.0,0.0,0.450132,0.551147,-0.190263,0.0,0.0,0.468575,0.695847,-0.219053,0.0,0.0,0.481797,0.829813,-0.239564,0.0,0.0,0.332982,0.353607,-0.131301,0.0,0.0,0.319857,0.576687,-0.187456,0.0,0.0,0.305094,0.748165,-0.222685,0.0,0.0,0.289,0.894283,-0.251206,0.0,0.0,0.26227,0.362654,-0.121871,0.0,0.0,0.219856,0.555075,-0.178018,0.0,0.0,0.192465,0.708841,-0.212817,0.0,0.0,0.167009,0.838107,-0.235986,0.0,0.0,0.213986,0.366831,-0.112694,0.0,0.0,0.155386,0.518747,-0.166261,0.0,0.0,0.111549,0.606046,-0.195964,0.0,0.0,0.072141,0.686058,-0.215888,0.0,0.0
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,4,333,Right,0.928354,0.285345,0.072482,1e-06,0.0,0.0,0.392302,0.148329,-0.052632,0.0,0.0,0.474675,0.308314,-0.08285,0.0,0.0,0.527373,0.438493,-0.098753,0.0,0.0,0.586625,0.530844,-0.113969,0.0,0.0,0.420393,0.332055,-0.143781,0.0,0.0,0.450136,0.550915,-0.198015,0.0,0.0,0.468769,0.696294,-0.227982,0.0,0.0,0.482105,0.830619,-0.249115,0.0,0.0,0.333285,0.35128,-0.136272,0.0,0.0,0.320226,0.578341,-0.193865,0.0,0.0,0.304782,0.750957,-0.229034,0.0,0.0,0.287795,0.897185,-0.257547,0.0,0.0,0.262964,0.361959,-0.125946,0.0,0.0,0.220854,0.555126,-0.183232,0.0,0.0,0.193198,0.707202,-0.217964,0.0,0.0,0.166774,0.835373,-0.240969,0.0,0.0,0.215376,0.36918,-0.115841,0.0,0.0,0.157102,0.521942,-0.170426,0.0,0.0,0.112686,0.607037,-0.200409,0.0,0.0,0.07233,0.68615,-0.220426,0.0,0.0
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,5,416,Right,0.92525,0.286824,0.072975,1e-06,0.0,0.0,0.393257,0.148414,-0.052997,0.0,0.0,0.474831,0.30751,-0.082765,0.0,0.0,0.527291,0.438667,-0.09833,0.0,0.0,0.587274,0.53019,-0.113131,0.0,0.0,0.421245,0.33268,-0.141742,0.0,0.0,0.450224,0.549855,-0.195328,0.0,0.0,0.468948,0.695806,-0.224689,0.0,0.0,0.48241,0.830758,-0.245404,0.0,0.0,0.334786,0.351962,-0.134035,0.0,0.0,0.32163,0.577675,-0.19086,0.0,0.0,0.3056,0.75135,-0.2257,0.0,0.0,0.288043,0.898499,-0.253972,0.0,0.0,0.264188,0.362047,-0.123743,0.0,0.0,0.221525,0.55346,-0.180473,0.0,0.0,0.193739,0.706248,-0.215079,0.0,0.0,0.167638,0.835091,-0.237989,0.0,0.0,0.215976,0.368073,-0.113816,0.0,0.0,0.157358,0.520068,-0.167584,0.0,0.0,0.113311,0.605807,-0.197277,0.0,0.0,0.073532,0.685536,-0.217188,0.0,0.0
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,6,500,Right,0.920676,0.285728,0.06914,1e-06,0.0,0.0,0.392266,0.145764,-0.051443,0.0,0.0,0.474672,0.308175,-0.080268,0.0,0.0,0.527963,0.439427,-0.09525,0.0,0.0,0.587652,0.529998,-0.109537,0.0,0.0,0.420333,0.335445,-0.136896,0.0,0.0,0.450002,0.550669,-0.18886,0.0,0.0,0.4684,0.695456,-0.218148,0.0,0.0,0.482226,0.829751,-0.239092,0.0,0.0,0.333866,0.352332,-0.129741,0.0,0.0,0.317489,0.575144,-0.183455,0.0,0.0,0.300357,0.746467,-0.216096,0.0,0.0,0.283101,0.893659,-0.242954,0.0,0.0,0.263806,0.359474,-0.120374,0.0,0.0,0.221073,0.549283,-0.174558,0.0,0.0,0.193657,0.702735,-0.207397,0.0,0.0,0.168353,0.8331,-0.229445,0.0,0.0,0.215262,0.362524,-0.111456,0.0,0.0,0.156804,0.515182,-0.163961,0.0,0.0,0.113165,0.602361,-0.192508,0.0,0.0,0.073494,0.684479,-0.211627,0.0,0.0
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,7,583,Right,0.972007,0.266506,0.075669,1e-06,0.0,0.0,0.381995,0.12448,-0.068748,0.0,0.0,0.470047,0.303587,-0.100913,0.0,0.0,0.523006,0.452676,-0.114339,0.0,0.0,0.58772,0.541038,-0.126766,0.0,0.0,0.398787,0.323947,-0.159008,0.0,0.0,0.436227,0.543297,-0.211183,0.0,0.0,0.462497,0.689469,-0.240136,0.0,0.0,0.482536,0.825944,-0.263126,0.0,0.0,0.307548,0.35329,-0.143178,0.0,0.0,0.283346,0.527304,-0.203994,0.0,0.0,0.264152,0.666212,-0.238389,0.0,0.0,0.246491,0.788302,-0.267682,0.0,0.0,0.242775,0.375031,-0.125881,0.0,0.0,0.205237,0.547384,-0.188895,0.0,0.0,0.181645,0.698965,-0.227098,0.0,0.0,0.157846,0.828515,-0.253683,0.0,0.0,0.203778,0.396324,-0.10956,0.0,0.0,0.149159,0.54056,-0.170222,0.0,0.0,0.105377,0.618675,-0.205769,0.0,0.0,0.065516,0.691629,-0.231215,0.0,0.0
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,8,666,Right,0.959647,0.261494,0.069784,1e-06,0.0,0.0,0.377469,0.128783,-0.080258,0.0,0.0,0.467852,0.304877,-0.127527,0.0,0.0,0.521894,0.451996,-0.153897,0.0,0.0,0.590627,0.539624,-0.179776,0.0,0.0,0.40448,0.302561,-0.207111,0.0,0.0,0.438681,0.54169,-0.279818,0.0,0.0,0.462219,0.692511,-0.319842,0.0,0.0,0.478955,0.827504,-0.347832,0.0,0.0,0.319584,0.322043,-0.190971,0.0,0.0,0.291827,0.487123,-0.281344,0.0,0.0,0.269211,0.62456,-0.330391,0.0,0.0,0.247646,0.742116,-0.367524,0.0,0.0,0.25447,0.345389,-0.171563,0.0,0.0,0.210675,0.52337,-0.262273,0.0,0.0,0.18256,0.684489,-0.3159,0.0,0.0,0.155941,0.817504,-0.349477,0.0,0.0,0.207582,0.378455,-0.151547,0.0,0.0,0.150144,0.533219,-0.224137,0.0,0.0,0.103526,0.615447,-0.264586,0.0,0.0,0.066195,0.686815,-0.293916,0.0,0.0
v26.mp4,4b586c3294cc5e96231d7b9db42cf5e8b3c36cc9fd92450ee454cbbb84bd0b4c,1920,1080,12.07,169,14.0,9,750,Right,0.944314,0.261476,0.092003,1e-06,0.0,0.0,0.376595,0.143681,-0.090578,0.0,0.0,0.464615,0.30184,-0.148225,0.0,0.0,0.518977,0.445848,-0.180068,0.0,0.0,0.589288,0.524167,-0.211243,0.0,0.0,0.39741,0.298039,-0.250477,0.0,0.0,0.434327,0.532878,-0.339491,0.0,0.0,0.46158,0.687265,-0.392687,0.0,0.0,0.48177,0.825035,-0.428995,0.0,0.0,0.311611,0.325139,-0.226802,0.0,0.0,0.278111,0.490255,-0.325756,0.0,0.0,0.256886,0.629866,-0.376466,0.0,0.0,0.234485,0.743419,-0.417281,0.0,0.0,0.247988,0.354366,-0.198364,0.0,0.0,0.201495,0.528672,-0.293247,0.0,0.0,0.178354,0.692053,-0.345403,0.0,0.0,0.149823,0.822905,-0.380025,0.0,0.0,0.205257,0.395566,-0.169421,0.0,0.0,0.151067,0.543244,-0.243634,0.0,0.0,0.108213,0.623134,-0.283083,0.0,0.0,0.067598,0.693444,-0.313108,0.0,0.0
